-20.751,9.3053,-2.5415,2.3776,-0.076235,1.2809,-1.9527,0.23511,2.0286,0.71916,7
-19.715,3.8535,-3.7704,2.7238,-1.2738,0.36439,0.38327,2.3417,1.5523,-0.60627,3
-18.775,1.2814,-3.6288,2.4878,2.8342,0.36026,-1.4767,-0.18838,3.6126,0.97907,1
-24.458,1.95,-6.6129,-0.48588,3.4498,1.6628,-2.3485,0.61166,3.2073,-0.549,3
-19.281,2.7188,0.031195,1.264,3.5205,1.4405,-0.99265,-1.3154,1.9408,-0.54786,2
-15.1,7.0187,-5.7997,2.7891,2.8787,4.3698,-1.2204,-0.1613,2.4888,1.4379,5
-20.751,9.3638,-3.1411,2.6887,-0.34755,1.3717,-1.3865,0.36842,2.2363,0.96791,7
-24.934,2.9474,-5.6897,-1.0719,1.2287,1.4065,-2.1634,0.93486,3.0408,-0.097969,5
-26.469,5.4923,-1.4886,1.0021,0.27392,1.0969,-2.8369,-0.50805,2.374,1.7306,3
-18.548,2.8495,-2.856,3.5985,-0.91987,-0.84564,-1.2928,2.5547,1.4057,-1.7202,1
-24.701,5.7711,-1.1443,1.1347,0.15403,0.94453,-3.173,-0.43631,2.4334,1.8392,5
-16.552,7.8751,-5.359,0.4983,4.0966,3.7315,-3.7653,-1.3601,1.2925,-0.030801,6
-18.856,8.9777,-3.7471,1.1851,-0.13862,1.3895,-1.111,0.018086,1.2251,1.5817,3
-24.46,1.8989,-6.0503,-0.14749,3.6496,1.7103,-2.5703,1.0037,3.7714,-0.10865,1
-28.17,11.091,-4.4396,1.5878,0.92401,0.86297,0.094415,-0.65468,1.5808,1.8151,5
-16.682,8.2685,-6.2113,2.6682,3.4379,4.4375,-2.1703,0.35579,3.1706,0.74528,1
-24.156,3.4035,-0.90985,4.031,1.4762,2.983,-3.3334,-1.9185,3.1112,-2.0279,5
-25.44,9.8336,-3.8841,2.1088,-0.0056699,-0.62746,-0.51311,-0.83375,2.1453,0.29971,4
-23.418,5.3393,-2.3793,0.83594,1.4283,2.0042,-1.9492,-0.42434,2.8689,1.9443,1
-19.614,0.85399,-4.0359,2.8634,3.2708,0.23721,-1.3378,-0.27279,3.833,1.9063,1
-22.153,9.562,-3.1576,-0.92631,1.3529,-1.6308,-3.4505,-0.1552,1.4377,0.1235,4
-25.484,2.6705,-5.2971,0.75635,2.5324,2.6011,-1.888,0.65459,2.1711,0.084489,1
-23.05,7.5351,-1.177,-1.5584,1.5332,1.67,-0.31682,0.71857,1.1017,-0.15301,7
-26.005,3.3331,-4.4527,-1.592,1.4738,1.2251,-3.2151,0.6259,3.2285,-0.36663,7
-26.215,3.6504,-6.6101,0.75922,-0.1227,2.3573,-0.075246,-0.68285,0.40069,0.24658,4
-20.818,9.3656,-3.6118,0.52653,-0.7991,0.84478,-1.1354,-0.11073,0.98126,1.225,3
-19.058,3.7009,-3.9234,1.5322,-0.63039,0.56006,0.025208,2.0868,1.9355,-0.30996,3
-20.758,3.8477,-1.569,3.8859,-0.72584,2.9042,-1.3209,-1.5857,0.98012,0.32153,4
-22.956,5.1224,-1.7643,0.28203,-0.13869,-0.72031,-3.4175,-1.7515,1.3454,1.9118,4
-21.947,10.065,-6.1196,0.75741,0.99509,0.72398,-1.5529,-0.36416,0.37041,-0.89382,6
-20.007,3.3137,-3.2433,-0.27315,0.60926,-0.75211,0.8214,-2.9652,4.0221,-0.12124,4
-19.189,8.6039,-3.7145,-0.1231,-0.41204,0.72968,-1.2122,-0.19864,1.2046,1.2747,3
-18.037,8.5339,-7.7684,1.6906,2.9869,0.66296,-1.3207,0.75905,2.2293,-0.085074,2
-24.677,3.8319,-5.8593,-0.33073,1.9024,2.6191,-1.1049,-0.37998,0.57483,-0.30769,3
-14.751,7.0335,-5.4214,1.7616,4.0962,4.2436,-2.5584,0.22133,3.2276,0.39677,1
-25.184,6.6867,-2.3949,0.146,-0.43422,1.3474,-2.6386,-0.57861,1.8118,1.8791,7
-25.003,3.3638,-2.0386,4.4909,0.79422,2.8788,-3.6633,-2.2871,3.2031,-2.042,7
-22.217,9.751,-3.1526,-0.4222,2.6886,-1.2454,-4.4601,0.67421,1.7921,-0.44327,5
-22.213,9.273,-5.1678,0.54815,1.6312,-2.1678,-2.7314,0.74929,1.8123,-1.081,2
-18.614,2.7848,-2.4938,3.818,-0.74614,-0.25175,-0.9778,2.5235,2.3293,-1.5383,1
-25.323,3.724,-3.9238,2.3496,5.9968,-0.14186,-1.4847,-0.91205,1.1429,1.0339,6
-19.337,3.7842,-4.7591,0.6309,5.6538,-1.4411,-1.1113,-0.53611,0.49269,1.3537,3
-16.523,8.2449,-5.3489,2.4906,3.3206,4.6454,-2.2843,0.9436,3.4437,0.59487,1
-16.406,7.6379,-5.4521,0.61085,3.8783,3.5612,-4.0369,-1.2154,1.3955,0.052588,6
-19.326,4.3773,-0.61776,0.31078,1.8905,2.2141,-1.9898,-1.315,1.6378,-1.0508,3
-16.436,8.4113,-5.8576,1.98,2.1491,4.338,-1.6958,-0.095056,2.5115,1.3063,5
-24.965,4.3329,-5.7409,1.7009,0.011135,3.2075,-0.018721,-0.70164,-0.23101,1.0657,5
-21.504,9.7996,-3.7357,-0.48302,1.7543,1.0193,-1.5197,-0.94868,2.3902,0.21208,4
-26.786,2.1645,-1.2439,1.6035,4.4137,0.85912,-1.5524,-1.794,0.83785,-1.2079,2
-23.838,5.2285,-2.4681,2.0155,-0.27233,1.7412,-3.3501,-3.2889,1.7783,0.033291,4
-19.077,2.566,-1.3222,1.4261,1.8587,1.0776,-0.18444,1.4514,2.3462,-0.15667,2
-18.134,1.9762,-4.637,-0.18331,2.7681,1.701,-2.3733,1.3425,3.4031,0.28678,1
-25.2,3.4422,-2.148,4.5074,0.7744,2.7488,-3.8605,-2.3308,3.3235,-2.2032,7
-24.671,7.9569,-1.073,-1.6122,1.9836,1.7932,0.74256,0.1728,1.9073,-0.3552,4
-23.174,7.2897,-0.20289,0.062017,3.2641,3.0871,1.2422,0.0037143,1.6647,0.20072,3
-22.065,9.4571,-2.4947,-0.63555,3.8738,-0.19698,-2.2172,-2.3372,2.2621,-2.6599,3
-19.941,3.6296,-3.5713,-0.76206,1.7723,-0.017006,-1.0212,-0.4903,3.7085,0.78835,7
-23.156,6.9031,-1.0653,-0.13551,3.5877,2.3889,1.3548,-0.003195,2.9131,-0.25603,2
-23.747,7.6381,-0.6694,-0.73954,1.8638,2.2064,-0.49757,0.55275,1.5752,-1.0943,6
-18.637,3.9409,-3.925,-0.62103,1.0323,-0.46051,-1.1921,-0.85492,2.0161,0.85067,3
-21.954,10.19,-3.2566,-0.045658,1.1406,0.36461,-2.7307,0.23791,2.1148,-0.10796,7
-25.428,2.5392,-4.7934,0.52197,2.6001,2.7602,-1.9696,-0.083479,2.222,0.24738,1
-21.309,3.4156,-4.3599,1.1635,-0.58587,0.67733,-0.9128,0.74252,2.4624,-0.34368,7
-25.107,6.7034,-1.892,0.18976,-0.84449,0.81394,-3.0503,-0.16152,1.6028,1.5662,7
-24.906,5.2267,-1.6019,0.94302,0.34009,0.65885,-2.9819,-0.76483,2.6933,2.0296,3
-27.516,10.374,-3.3804,1.5188,0.2883,0.66728,-0.68451,-0.77627,2.355,0.7762,3
-18.99,3.6482,-3.3492,3.653,-1.2104,0.57655,0.55602,2.3696,1.5781,-0.34612,5
-17.133,8.2778,-6.7067,-0.41901,0.7367,1.5401,-1.5382,-3.9087,2.2779,-0.79921,4
-25.007,2.6722,-5.4368,-2.2493,1.3018,0.76169,-2.2873,-0.54289,3.4504,-0.51865,4
-27.259,3.9589,-6.6208,0.42822,0.78559,2.8724,-0.2353,-0.23806,-0.053411,0.16545,5
-24.854,2.6905,-7.357,-0.25595,1.6376,1.7821,-2.5577,0.21054,2.5831,-0.69488,6
-22.602,10.193,-3.3091,-0.96734,2.0751,0.21052,-3.0017,0.050225,1.9276,-0.31148,5
-27.056,10.057,-4.7957,1.7605,0.46136,-1.0565,-0.095512,-2.5958,3.0181,0.22681,4
-20.005,3.2476,-5.481,1.0164,-0.75703,-1.7791,0.22347,-2.1723,1.8135,-2.1584,4
-19.104,3.0723,-4.1071,-0.13041,2.1761,0.43722,-0.6132,-0.64245,4.396,1.2078,5
-16.239,8.3384,-5.5239,0.25136,0.62726,2.4054,-1.8353,-3.2238,2.1598,0.29621,4
