63.123,64.6508,67.3339,70.9205,76.5559,85.1485,96.0206,108.77,123.625,139.697,153.922,166.361,176.48,183.394,187.86,191.033,192.882,74.6439,83.1175,93.7371,104.672,115.146,140.936,150.91,161.34,171.54,180.024,127.806,127.477,127.142,126.759,115.677,120.853,126.483,132.012,137.189,87.7421,94.7891,103.058,109.72,102.328,94.7349,145.122,151.888,160.248,167.206,160.141,152.533,103.308,109.917,117.376,125.066,132.899,140.071,146.228,139.932,132.29,124.114,116.28,109.05,116.662,124.758,132.866,132.632,124.594,116.654,132.146,147.556,162.774,178.243,193.718,207.487,219.144,228.385,232.235,229.188,220.501,209.087,195.214,179.474,163.643,148.02,132.1,114.497,108.743,106.799,108.117,111.671,111.543,108.289,107.156,108.759,113.867,128.866,141.667,154.434,167.048,172.245,174.635,175.762,174.994,172.929,128.848,125.032,125.336,129.784,130.951,131.008,130.215,125.899,125.819,130.029,132.009,131.684,191.611,188.209,186.019,187.942,186.637,189.428,193.344,198.433,201.366,202.204,200.61,197.057,191.971,193.381,192.655,192.48,193.099,191.844,1
57.1765,59.3777,62.5378,66.9491,74.1881,84.7762,97.7194,112.283,128.265,143.221,155.816,166.526,174.757,180.043,183.55,186.139,187.124,74.5643,83.392,94.3614,105.801,116.899,143.397,152.349,161.797,171.121,179.039,130.709,131.535,132.392,133.102,120.269,125.792,131.706,136.854,141.561,88.3648,95.3695,103.848,110.492,103.15,95.4611,146.733,153.072,161.349,168.198,161.584,154.059,107.421,114.814,122.536,130.623,137.493,143.887,149.327,143.853,136.936,129.497,121.456,113.817,122.274,130.313,136.75,136.301,129.843,122.158,132.914,148.675,164.107,179.854,195.577,209.08,219.905,228.108,231.052,226.786,216.856,204.502,189.94,173.986,158.347,143.178,127.689,118.57,112.427,109.786,110.453,113.355,112.261,108.686,107.027,107.737,111.74,130.043,143.309,156.571,169.655,175.667,177.861,178.743,177.673,175.33,131.664,127.279,127.266,131.969,133.789,134.097,130.693,125.588,124.821,128.937,131.956,132.08,195.339,192.18,189.695,191.432,189.469,191.762,194.925,200.058,203.214,204.457,203.267,200.223,195.505,196.716,195.347,194.303,195.303,194.528,1
58.0886,61.0307,64.879,69.8765,77.6678,89.3468,103.729,119.713,136.784,152.193,164.846,175.006,182.023,185.733,187.754,189.016,188.779,74.7166,83.4942,94.4069,105.848,116.998,143.45,152.458,162.094,171.676,179.809,132.009,133.55,135.096,136.528,124.164,129.958,136.03,141.204,145.879,88.9792,96.0374,104.8,111.885,104.344,96.4077,147.816,154.062,162.444,169.65,163.017,155.338,111.86,119.379,127.409,136.056,143.344,150.445,156.568,151.194,144.094,136.243,127.46,119.07,126.893,136.199,143.897,143.718,135.912,126.813,137.981,154.915,171.602,188.229,204.123,217.277,227.172,233.962,235.407,230.566,220.106,206.934,191.6,175.166,158.86,142.796,126.626,118.942,112.248,109.138,109.246,111.731,110.064,106.226,104.431,105.251,109.647,129.023,141.912,154.768,167.514,175.287,177.005,177.458,176.2,173.752,133.076,128.156,127.772,132.447,134.62,135.25,129.933,124.418,123.229,127.143,130.457,130.936,196.671,192.395,189.119,189.959,187.931,190.076,193.595,199.308,203.043,204.659,204.17,201.485,195.222,195.45,194.018,194.275,195.586,195.547,1
59.0606,60.3017,62.5194,65.8394,71.7416,80.9334,92.6884,106.392,122.134,137.804,151.471,163.283,172.639,178.924,183.396,187.06,189.276,76.669,85.2293,95.6755,106.532,116.945,144.541,154.238,164.253,173.751,181.334,130.427,130.517,130.624,130.62,117.773,123.208,129.063,134.503,139.613,88.7797,95.9108,104.409,110.731,103.35,95.6967,147.023,153.712,162.114,168.772,161.935,154.347,103.847,111.567,119.685,127.96,135.479,142.384,148.34,142.054,134.369,126.191,117.815,110.086,118.495,127.391,135.116,134.775,126.9,118.254,132.855,148.69,164.295,180.103,195.85,210.026,221.961,231.35,235.488,233,224.406,212.989,199.14,183.435,167.416,151.51,135.294,112.379,106.597,104.137,104.818,107.846,108.558,105.908,105.597,108.026,113.58,128.961,142.465,155.922,169.226,175.012,177.385,178.528,177.829,175.891,128.405,124.06,124.627,129.941,131.368,131.224,130.908,125.939,125.702,130.416,132.996,132.673,195.063,191.915,189.701,191.602,190.366,193.2,196.895,202.071,205.091,205.893,204.254,200.605,195.494,196.875,196.269,196.617,197.123,195.909,2
57.5117,58.6608,60.7705,63.9643,69.806,79.1498,91.238,105.401,121.638,137.635,151.526,163.361,172.612,178.84,183.339,187.023,189.189,76.0528,84.8573,95.5963,106.754,117.464,145.173,154.84,164.812,174.234,181.708,131.124,131.206,131.302,131.28,117.796,123.412,129.487,135.017,140.192,88.5399,95.8565,104.543,111.035,103.474,95.6308,146.964,153.852,162.367,169.034,162.063,154.357,102.865,111.047,119.553,128.147,135.816,142.857,148.906,142.51,134.638,126.209,117.447,109.408,118.307,127.531,135.369,135.109,127.022,117.978,133.122,149.564,165.846,182.169,198.178,212.484,224.447,233.712,237.727,235.405,226.82,215.243,201.265,185.54,169.378,153.191,136.719,111.948,105.824,103.162,103.797,106.844,107.916,105.487,105.395,108.024,113.795,126.949,140.527,154.05,167.456,174.747,177.209,178.393,177.758,175.823,128.183,123.785,124.355,129.743,131.26,131.103,131.081,126.204,126.042,130.939,133.518,133.058,194.906,191.721,189.542,191.372,190.343,193.27,197.204,202.433,205.472,206.125,204.461,200.638,195.42,196.764,196.355,196.921,197.301,196.063,2
53.2176,54.5824,56.9534,60.7042,67.5387,78.1267,91.4187,106.66,123.941,140.056,153.848,165.456,174.264,179.967,184.057,187.499,189.419,74.5515,83.8865,95.0438,106.605,117.729,144.69,154.674,164.957,174.694,182.477,131.075,131.54,132.043,132.437,117.702,123.797,130.327,136.233,141.759,87.3111,94.68,103.328,109.958,102.361,94.5223,147.767,154.686,163.101,169.859,162.876,155.201,102.099,110.535,119.683,129.251,137.608,145.152,151.291,144.661,136.377,127.503,117.976,109.249,118.02,128.693,137.633,137.254,128.158,117.796,133.373,150.547,167.523,184.676,201.63,216.745,229.298,239.06,243.109,240.041,230.534,217.985,202.912,186.168,169.252,152.507,135.49,111.492,105.546,103.01,103.642,106.711,107.6,104.983,104.73,107.215,112.879,127.673,141.248,154.786,168.203,175.926,178.424,179.597,178.784,176.635,128.036,123.805,124.248,129.225,130.527,130.514,130.238,125.646,125.441,130.003,132.239,131.837,198.783,194.729,191.886,193.619,192.437,195.785,200.364,206.092,209.458,210.386,208.773,204.854,198.373,199.54,199.037,200.371,201.116,199.76,2
59.2682,60.7825,63.4158,67.0474,72.9704,82.0278,93.7023,107.549,123.78,139.748,153.272,164.647,173.75,180.051,184.623,188.424,190.71,75.4879,83.9275,94.4566,105.509,116.085,145.391,155.431,165.832,175.545,182.932,130.6,130.822,131.042,131.175,118.734,124.227,130.038,135.407,140.486,87.7122,94.9833,104.133,110.595,102.922,94.8338,147.14,153.924,162.911,169.736,162.724,154.725,105.361,112.829,120.946,129.566,137.418,144.479,150.329,144.482,136.758,128.188,119.373,111.496,120.299,129.149,136.854,136.628,128.715,120.138,138.782,155.263,171.636,187.773,203.188,217.074,229.032,238.375,242.055,239.994,231.338,219.886,206.58,191.563,175.628,159.365,142.878,107.766,101.029,97.8339,98.0496,100.966,101.8,99.3405,99.601,103.043,109.876,126.814,140.198,153.492,166.713,174.909,176.796,177.618,177.138,175.543,127.351,121.885,122.49,128.956,131.101,130.939,130.004,123.852,123.484,129.188,132.631,132.365,198.396,193.742,190.191,191.412,190.668,194.577,199.602,205.647,209.454,210.382,208.823,204.657,197.597,198.081,198.152,199.541,199.888,199.052,3
56.3329,58.0747,60.8821,64.7935,71.4021,82.0789,95.7688,111.461,129.018,145.153,158.631,169.54,177.477,182.449,185.866,188.585,189.744,74.3215,83.262,94.2164,105.689,116.744,146.045,155.554,165.428,174.682,181.837,131.337,131.742,132.146,132.465,119.469,125.24,131.341,136.748,141.796,87.8596,95.1398,103.986,110.523,102.91,94.9584,147.962,154.506,162.989,169.634,162.863,155.224,105.214,113.034,121.489,130.538,138.563,145.824,151.774,146.033,138.396,129.892,120.542,112.087,121.012,130.352,138.321,138.218,130.15,121.007,134.082,152.055,169.858,187.6,204.677,219.417,231.279,239.966,242.739,238.795,228.555,215.325,199.972,183.539,167.086,150.739,134.163,109.414,102.83,99.7038,100.001,103.024,103.601,101.146,101.127,103.982,109.968,126.735,140.415,154.036,167.548,175.556,177.519,178.37,177.671,175.845,127.735,123.003,123.433,129.104,131.004,130.94,129.74,124.441,123.939,128.937,131.999,131.814,198.891,194.392,190.847,192.161,190.952,194.566,199.449,205.609,209.524,210.764,209.353,205.241,198.156,198.824,198.335,199.578,200.342,199.469,3
60.476,61.7968,64.0674,67.4324,73.5822,83.3935,95.8412,110.356,127.108,143.324,156.811,167.963,176.677,182.232,185.863,188.601,189.963,77.5164,85.0402,94.0554,103.451,112.881,151.568,159.506,167.35,174.88,181.109,132.379,132.663,132.949,133.108,119.65,125.579,131.84,137.452,142.727,89.044,96.4805,105.775,112.406,104.573,96.2613,147.917,154.713,163.811,170.751,163.683,155.525,105.779,113.382,121.88,130.616,138.462,145.678,151.481,145.771,138.093,129.424,120.273,112.099,120.561,130.252,138.753,138.451,129.892,120.448,134.143,151.235,168.202,185.173,201.799,216.364,228.861,238.588,241.983,238.607,228.344,215.235,200.406,184.125,167.795,151.539,135.076,123.525,118.964,117.077,117.171,118.307,118.774,118.029,118.095,119.49,123.227,129.132,142.343,155.498,168.46,176.535,178.714,179.807,178.949,176.998,129.036,123.435,123.674,130.09,132.22,132.356,130.678,124.534,124.272,130.131,133.378,132.965,199.073,195.166,192.707,194.729,193.024,195.762,200.114,206.313,210.157,211.192,209.679,205.452,198.272,199.499,198.661,200.67,201.9,200.343,3
64.2236,64.995,66.916,70.0137,75.5505,84.432,95.8274,109.485,125.621,142.385,157.085,169.754,179.825,186.071,189.855,192.544,194.102,77.4188,83.5111,91.1827,99.3051,107.568,149.374,158.085,166.671,174.819,181.332,128.669,128.64,128.627,128.615,117.331,122.675,128.258,133.976,139.485,87.8345,94.9399,104.185,110.839,103.217,94.9516,146.862,153.774,163.122,170.242,162.98,154.606,105.723,112.111,119.914,128.182,136.578,144.323,150.662,144.417,136.403,127.55,119.013,111.382,119.179,127.984,136.796,136.511,127.791,119.155,134.563,150.739,166.793,183.047,199.346,214.16,227.157,237.445,241.624,239.066,230.107,218.081,203.682,186.92,169.741,152.605,135.367,123.452,119.207,117.405,117.222,117.831,118.257,117.462,117.622,119.592,124.126,129.201,141.708,154.149,166.402,174.174,176.008,177.002,176.135,174.427,129.622,123.59,123.815,130.146,132.813,133.077,130.323,123.995,124.021,130.068,133.454,133.058,197.419,192.687,189.833,191.763,190.126,193.243,197.984,204.025,207.748,208.808,207.409,203.492,195.707,196.838,196.021,198.18,199.319,197.857,3
